512,306,4,16,32,0.42
512,306,4,16,32,0.54
512,306,4,16,32,0.56
512,306,4,16,32,0.42
512,306,4,16,32,0.32
512,306,4,16,32,0.62
512,306,4,16,32,0.50
512,306,4,16,32,0.48
512,306,4,16,32,0.57
512,306,4,16,32,0.31
2048,1223,4,16,32,4.66
2048,1223,4,16,32,6.79
2048,1223,4,16,32,5.03
2048,1223,4,16,32,7.31
2048,1223,4,16,32,8.16
2048,1223,4,16,32,6.06
2048,1223,4,16,32,6.74
2048,1223,4,16,32,2.82
2048,1223,4,16,32,2.98
2048,1223,4,16,32,6.65
8192,4891,4,16,32,56.51
8192,4891,4,16,32,54.97
8192,4891,4,16,32,59.23
8192,4891,4,16,32,44.91
8192,4891,4,16,32,55.56
8192,4891,4,16,32,55.98
8192,4891,4,16,32,54.93
8192,4891,4,16,32,56.49
8192,4891,4,16,32,54.27
8192,4891,4,16,32,52.24
