8192,4891,4,16,8,55.28
8192,4891,4,16,8,55.11
8192,4891,4,16,8,55.93
8192,4891,4,16,8,53.34
8192,4891,4,16,8,59.95
8192,4891,4,16,8,51.70
8192,4891,4,16,8,57.62
8192,4891,4,16,8,63.68
8192,4891,4,16,8,53.18
8192,4891,4,16,8,65.00
2048,1223,4,16,8,2.75
2048,1223,4,16,8,3.51
2048,1223,4,16,8,3.11
2048,1223,4,16,8,2.71
2048,1223,4,16,8,3.18
2048,1223,4,16,8,2.75
2048,1223,4,16,8,4.54
2048,1223,4,16,8,5.08
2048,1223,4,16,8,3.52
2048,1223,4,16,8,2.78
512,306,4,16,8,0.22
512,306,4,16,8,0.24
512,306,4,16,8,0.36
512,306,4,16,8,0.32
512,306,4,16,8,0.42
512,306,4,16,8,0.25
512,306,4,16,8,0.37
512,306,4,16,8,0.38
512,306,4,16,8,0.26
512,306,4,16,8,0.37
