8192,4891,4,32,32,51.64
8192,4891,4,32,32,51.81
8192,4891,4,32,32,55.58
8192,4891,4,32,32,43.23
8192,4891,4,32,32,51.90
8192,4891,4,32,32,43.87
8192,4891,4,32,32,41.98
8192,4891,4,32,32,58.51
8192,4891,4,32,32,51.14
8192,4891,4,32,32,56.59
2048,1223,4,32,32,2.50
2048,1223,4,32,32,4.57
2048,1223,4,32,32,6.87
2048,1223,4,32,32,7.72
2048,1223,4,32,32,2.85
2048,1223,4,32,32,7.50
2048,1223,4,32,32,8.04
2048,1223,4,32,32,6.94
2048,1223,4,32,32,4.38
2048,1223,4,32,32,2.89
512,306,4,32,32,0.40
512,306,4,32,32,0.58
512,306,4,32,32,0.60
512,306,4,32,32,0.60
512,306,4,32,32,0.45
512,306,4,32,32,0.38
512,306,4,32,32,0.41
512,306,4,32,32,0.64
512,306,4,32,32,0.58
512,306,4,32,32,0.56
