8192,4891,4,16,64,60.96
8192,4891,4,16,64,55.69
8192,4891,4,16,64,52.95
8192,4891,4,16,64,59.13
8192,4891,4,16,64,53.39
8192,4891,4,16,64,54.33
8192,4891,4,16,64,54.63
8192,4891,4,16,64,55.66
8192,4891,4,16,64,54.11
8192,4891,4,16,64,56.44
2048,1223,4,16,64,9.04
2048,1223,4,16,64,10.48
2048,1223,4,16,64,9.85
2048,1223,4,16,64,10.07
2048,1223,4,16,64,10.13
2048,1223,4,16,64,8.46
2048,1223,4,16,64,9.45
2048,1223,4,16,64,9.39
2048,1223,4,16,64,9.71
2048,1223,4,16,64,10.80
512,306,4,16,64,0.58
512,306,4,16,64,0.33
512,306,4,16,64,0.46
512,306,4,16,64,0.51
512,306,4,16,64,0.49
512,306,4,16,64,0.44
512,306,4,16,64,0.43
512,306,4,16,64,0.41
512,306,4,16,64,0.44
512,306,4,16,64,0.54
